


whisper '/Users/jzhang/Downloads/慧灯禅修课49 住动觉三要修法（临时版）.mp4' --model turbo

jzhang@jzhangs-MacBook-Pro tmp2 % whisper '/Users/jzhang/Downloads/慧灯禅修课49 住动觉三要修法（临时版）.mp4' --model turbo
100%|█████████████████████████████████████| 1.51G/1.51G [03:59<00:00, 6.75MiB/s]
[01:29:54.700 --> 01:29:55.420] 这就是什么呢
[01:29:55.420 --> 01:29:57.080] 这个静罗罗啊
[01:29:57.080 --> 01:29:59.220] 就是这个啊
[01:29:59.220 --> 01:30:01.380] 这个自行啊
[01:30:01.380 --> 01:30:03.080] 光明直
[01:30:03.080 --> 01:30:04.300] 远时
[01:30:04.300 --> 01:30:05.100] 信心啊
[01:30:05.100 --> 01:30:06.300] 这就叫做静罗罗
[01:30:06.300 --> 01:30:07.240] 嗯
[01:30:07.240 --> 01:30:09.080] 因为他现在看到了
[01:30:09.080 --> 01:30:09.520] 这个我们
[01:30:09.520 --> 01:30:10.900] 比如说平时
[01:30:10.900 --> 01:30:11.920] 我们的心里啊
[01:30:11.920 --> 01:30:13.200] 也有这个
[01:30:13.200 --> 01:30:14.100] 他永远都在
[01:30:14.100 --> 01:30:15.260] 他不就是原始吗
[01:30:15.260 --> 01:30:16.420] 他永远都在啊
[01:30:16.420 --> 01:30:18.200] 但是我们看不见
[01:30:18.200 --> 01:30:19.540] 看不见啊
[01:30:19.540 --> 01:30:22.400] 因为我们的这个念头啊
[01:30:22.400 --> 01:30:24.360] 然后我们的这个烦恼
[01:30:24.360 --> 01:30:25.800] 就是被啊
[01:30:25.800 --> 01:30:26.680] 折住了
[01:30:26.680 --> 01:30:27.640] 看不见啊
[01:30:27.640 --> 01:30:28.200] 但是
[01:30:28.200 --> 01:30:29.780] 现在这个
[01:30:29.780 --> 01:30:31.460] 就是通过这个禅宿啊
[01:30:31.460 --> 01:30:32.280] 通过斯嘉行
[01:30:32.280 --> 01:30:32.980] 吴家上师
[01:30:32.980 --> 01:30:33.960] 加持啊
[01:30:33.960 --> 01:30:36.200] 最后看到的时候呢
[01:30:36.200 --> 01:30:38.320] 然后没有什么东西啊
[01:30:38.320 --> 01:30:39.560] 就是折改
[01:30:39.560 --> 01:30:40.960] 那这样子以后呢
[01:30:40.960 --> 01:30:42.240] 他直接就看到了
[01:30:42.240 --> 01:30:43.960] 他的他的本心啊
[01:30:43.960 --> 01:30:46.080] 所以叫做静罗罗
[01:30:46.080 --> 01:30:47.600] 所以密宗里面呢
[01:30:47.600 --> 01:30:48.560] 也就叫做这个
[01:30:48.560 --> 01:30:50.460] 赤罗罗的啊
[01:30:50.460 --> 01:30:51.700] 这个决心
[01:30:51.700 --> 01:30:53.240] 就是这个
[01:30:53.240 --> 01:30:54.600] 就非常清楚地
[01:30:54.600 --> 01:30:56.440] 看到了这个本心啊
[01:30:56.440 --> 01:30:58.320] 这叫什么呢
[01:30:58.320 --> 01:30:58.560] 啊
[01:30:58.560 --> 01:31:01.020] 责疾认识绝世
[01:31:01.020 --> 01:31:01.300] 哦
[01:31:01.300 --> 01:31:02.840] 这个时候就开悟了啊
[01:31:02.840 --> 01:31:03.960] 就这个意思啊
[01:31:03.960 --> 01:31:05.780] 开悟开悟是什么呢
[01:31:05.780 --> 01:31:07.460] 就是这个这个意思啊
[01:31:07.460 --> 01:31:08.260] 但是呢
[01:31:08.260 --> 01:31:09.480] 刚才讲了啊
[01:31:09.480 --> 01:31:10.460] 密宗
[01:31:10.460 --> 01:31:11.960] 他为什么有那么多的
[01:31:11.960 --> 01:31:13.040] 一层一层一层的
[01:31:13.040 --> 01:31:14.000] 这个密宗呢
[01:31:14.000 --> 01:31:14.820] 九层呢
[01:31:14.820 --> 01:31:16.420] 实际上他们的这个
[01:31:16.420 --> 01:31:17.300] 桌中点
[01:31:17.300 --> 01:31:18.400] 侧中点不一样
[01:31:18.400 --> 01:31:20.520] 有些的侧中点是空心
[01:31:20.520 --> 01:31:22.060] 有些的侧中点呢
[01:31:22.060 --> 01:31:23.400] 就是这个光明
[01:31:23.400 --> 01:31:24.400] 那光明呢
[01:31:24.400 --> 01:31:25.080] 也有这个
[01:31:25.080 --> 01:31:27.320] 讲得清楚的和不清楚的啊
[01:31:27.320 --> 01:31:28.220] 然后呢
[01:31:28.220 --> 01:31:29.200] 这个空心呢
[01:31:29.200 --> 01:31:31.560] 也就是讲得很明清楚的
[01:31:31.560 --> 01:31:32.840] 或者不太清楚的
[01:31:32.840 --> 01:31:34.680] 有很多这种
[01:31:34.680 --> 01:31:36.220] 这种不一样
[01:31:36.220 --> 01:31:38.820] 为什么有需要有这么多的不一样呢
[01:31:38.820 --> 01:31:41.520] 因为这个终生的根基不一样啊
[01:31:41.520 --> 01:31:41.800] 所以呢
[01:31:41.800 --> 01:31:43.840] 不能一下子全部讲完啊
[01:31:43.840 --> 01:31:46.360] 所以就分这么多啊
[01:31:46.360 --> 01:31:48.020] 那不管怎么样啊
[01:31:48.020 --> 01:31:49.160] 我们现在呢
[01:31:49.160 --> 01:31:49.820] 这一次呢
[01:31:49.820 --> 01:31:51.120] 你线这个啊
[01:31:51.120 --> 01:31:53.400] 实际上这个空和明
[01:31:53.400 --> 01:31:55.740] 是没有办法分开的啊
[01:31:55.740 --> 01:31:56.800] 没办法拆开
[01:31:56.800 --> 01:31:57.540] 但是呢
[01:31:57.540 --> 01:31:58.540] 我们现在呢
[01:31:58.540 --> 01:32:01.320] 还是语言标达的时候呢
[01:32:01.320 --> 01:32:04.520] 侧中点还是放在这个空这个上面啊
[01:32:04.520 --> 01:32:05.080] 所以呢
[01:32:05.080 --> 01:32:07.240] 这个后面的这个光明呢
[01:32:07.240 --> 01:32:08.580] 先放一放啊
[01:32:08.580 --> 01:32:10.500] 就是什么时候
[01:32:10.500 --> 01:32:12.500] 我们看到了
[01:32:12.500 --> 01:32:14.260] 刚才美邦伦伯介讲的一样
[01:32:14.260 --> 01:32:15.860] 就像我们看到
[01:32:15.860 --> 01:32:19.520] 这个目前的这个虚空一样
[01:32:19.520 --> 01:32:22.000] 看到了自己的心啊
[01:32:22.000 --> 01:32:25.540] 就跟这个一模一样的这个空啊
[01:32:25.540 --> 01:32:26.640] 那这个时候呢
[01:32:26.640 --> 01:32:28.960] 可以确定啊
[01:32:28.960 --> 01:32:31.520] 就我证悟了啊
[01:32:31.520 --> 01:32:32.640] 至少这个我们
[01:32:32.640 --> 01:32:34.000] 节悟干悟
[01:32:34.000 --> 01:32:37.440] 真悟三个里面的中等的这个干悟啊
[01:32:37.440 --> 01:32:40.180] 这叫做认识决心啊
[01:32:40.180 --> 01:32:42.940] 这个时候就说认识到了自己的心啊
[01:32:42.940 --> 01:32:43.960] 看到了啊
[01:32:43.960 --> 01:32:45.400] 禅宗里面
[01:32:45.400 --> 01:32:46.240] 这叫什么呢
[01:32:46.240 --> 01:32:48.440] 叫做视心啊
[01:32:48.440 --> 01:32:51.540] 视心就是认识到自己的心啊
[01:32:51.540 --> 01:32:54.140] 认识到了自己的心的本心啊
[01:32:54.140 --> 01:32:55.940] 然后后面这个这个
[01:32:55.940 --> 01:32:57.340] 这个麦伯伦伯介说啊
[01:32:57.340 --> 01:32:58.860] 所谓大收音
[01:32:58.860 --> 01:33:00.580] 大圆满的直至
[01:33:00.580 --> 01:33:03.780] 以即是次啊
[01:33:03.780 --> 01:33:06.260] 他就制止人心啊
[01:33:06.260 --> 01:33:08.940] 就直接告诉你这个心的本心是什么
[01:33:08.940 --> 01:33:10.560] 大圆满里面讲的大声音啊
[01:33:10.560 --> 01:33:11.260] 就是这个
[01:33:11.260 --> 01:33:12.740] 他说就是这个啊
[01:33:12.740 --> 01:33:14.400] 以即是次
[01:33:14.400 --> 01:33:15.600] 也就是这个啊
[01:33:15.600 --> 01:33:16.400] 也就这个
[01:33:16.400 --> 01:33:18.440] 没有出了这个意外啊
[01:33:18.440 --> 01:33:21.220] 出了这个意外就没有别的了啊
[01:33:21.220 --> 01:33:22.380] 没有别的了
[01:33:22.380 --> 01:33:22.780] 所以呢
[01:33:22.780 --> 01:33:26.300] 这是非常的啊
[01:33:26.300 --> 01:33:27.380] 重要啊
[01:33:27.380 --> 01:33:28.700] 大家啊
[01:33:28.700 --> 01:33:29.660] 一定要这个
[01:33:29.660 --> 01:33:33.940] 从大圆满的彻学空心的这个角度来讲啊
[01:33:33.940 --> 01:33:36.980] 你们到任何地方去讲啊
[01:33:36.980 --> 01:33:38.160] 去听啊
[01:33:38.160 --> 01:33:39.300] 没有一个
[01:33:39.300 --> 01:33:40.740] 永远听不到一个
[01:33:40.740 --> 01:33:43.700] 今天我表达的更清晰的啊
[01:33:43.700 --> 01:33:44.660] 内容
[01:33:44.660 --> 01:33:46.300] 语言上面啊
[01:33:46.300 --> 01:33:47.840] 他永远听不到
[01:33:47.840 --> 01:33:48.520] 但是呢
[01:33:48.520 --> 01:33:51.080] 比如说人家上师有加持啊
[01:33:51.080 --> 01:33:52.060] 更有加持有吗
[01:33:52.060 --> 01:33:52.840] 当然有啊
[01:33:52.840 --> 01:33:54.060] 肯定会有的啊
[01:33:54.060 --> 01:33:54.900] 这个有
[01:33:54.900 --> 01:33:55.520] 但是呢
[01:33:55.520 --> 01:33:56.800] 语言表达上面
[01:33:56.800 --> 01:33:57.200] 你看
[01:33:57.200 --> 01:33:59.620] 我觉得你们一辈子也可能听不到
[01:33:59.620 --> 01:34:01.100] 更清晰的啊
[01:34:01.100 --> 01:34:03.420] 我也觉得可能没有人就这样
[01:34:03.420 --> 01:34:04.300] 更清晰的
[01:34:04.300 --> 01:34:05.080] 怎么讲啊
[01:34:05.080 --> 01:34:07.600] 可能就是这样子啊
[01:34:07.600 --> 01:34:10.960] 大家就是要自己要好好地把握好好秀
[01:34:10.960 --> 01:34:11.380] 啊
[01:34:11.380 --> 01:34:13.080] 若能扶持啊
[01:34:13.080 --> 01:34:14.680] 如果自己坚持
[01:34:14.680 --> 01:34:17.320] 可以能够坚持朽的话呢
[01:34:17.320 --> 01:34:19.760] 最后就达到一个什么样的状态呢
[01:34:19.760 --> 01:34:21.480] 他就后面的这句话
[01:34:21.480 --> 01:34:22.140] 撒拉哈
[01:34:22.140 --> 01:34:27.140] 撒拉哈就是这个大寿音的一个非常了不起的一个成就者
[01:34:27.140 --> 01:34:28.200] 印度的成就者
[01:34:28.200 --> 01:34:29.900] 他的两句话
[01:34:29.900 --> 01:34:31.680] 最后就达到这个境界
[01:34:31.680 --> 01:34:36.760] 即刻献其如大成就者撒拉哈云
[01:34:36.760 --> 01:34:37.780] 他说什么呢
[01:34:37.780 --> 01:34:40.000] 他说本来清净
[01:34:40.000 --> 01:34:42.580] 虚空止子心
[01:34:42.580 --> 01:34:44.720] 本来的清净
[01:34:44.720 --> 01:34:47.860] 然后就是像本来的清净呢
[01:34:47.860 --> 01:34:49.980] 就我们刚才讲的净罗罗
[01:34:49.980 --> 01:34:51.140] 光明
[01:34:51.140 --> 01:34:53.280] 梅庞仁波其上的这个名分
[01:34:53.280 --> 01:34:55.300] 这叫做本来清净
[01:34:55.300 --> 01:34:57.140] 然后虚空
[01:34:57.140 --> 01:34:58.440] 虚空
[01:34:58.440 --> 01:35:02.800] 那么就是刚才讲的这个本来无一无的这个虚空
[01:35:02.800 --> 01:35:04.120] 然后呢
[01:35:04.120 --> 01:35:06.540] 这个争悟了以后呢
[01:35:06.540 --> 01:35:09.840] 暗注在这个这个境界当中去修的话
[01:35:09.840 --> 01:35:13.700] 那就是惯服有惯
[01:35:13.700 --> 01:35:15.940] 凡复地去观看
[01:35:15.940 --> 01:35:17.160] 以词
[01:35:17.160 --> 01:35:20.780] 不要不要不要觉得自己就一下子就悟
[01:35:20.780 --> 01:35:23.040] 这个有可能就十年八年都悟不了
[01:35:23.040 --> 01:35:24.140] 这个都有可能了
[01:35:24.140 --> 01:35:26.120] 一定要坚持坚持
[01:35:26.120 --> 01:35:28.320] 这个就是一个月两个月
[01:35:28.320 --> 01:35:30.340] 这不可能了
[01:35:30.340 --> 01:35:30.800] 然后呢
[01:35:30.800 --> 01:35:32.300] 一年两年也不好说
[01:35:32.300 --> 01:35:36.880] 反正需要多长时间都得要坚持
[01:35:36.880 --> 01:35:38.780] 凡复地去修
[01:35:38.780 --> 01:35:39.920] 凡复地去观
[01:35:39.920 --> 01:35:42.880] 如果我刚才讲了不行的话呢
[01:35:42.880 --> 01:35:45.900] 那还要回去凡复地修加心
[01:35:45.900 --> 01:35:47.180] 修加心
[01:35:47.180 --> 01:35:48.260] 好好的禅慧
[01:35:48.260 --> 01:35:49.980] 然后就是祈祷
[01:35:49.980 --> 01:35:51.220] 佛菩萨
[01:35:51.220 --> 01:35:53.240] 那这样子以后呢
[01:35:53.240 --> 01:35:59.780] 就是逐步地把这些基础的这些因缘
[01:35:59.780 --> 01:36:01.060] 成熟了以后呢
[01:36:01.060 --> 01:36:01.800] 然后呢
[01:36:01.800 --> 01:36:03.200] 终有一天啊
[01:36:03.200 --> 01:36:04.160] 一定会
[01:36:04.160 --> 01:36:05.600] 一定一定会
[01:36:05.600 --> 01:36:06.800] 会这个
[01:36:06.800 --> 01:36:07.620] 征悟的
[01:36:07.620 --> 01:36:08.460] 所以就是
[01:36:08.460 --> 01:36:10.280] 惯服有关
[01:36:10.280 --> 01:36:12.260] 凡复地去观看
[01:36:12.260 --> 01:36:14.300] 再一次地这样观看
[01:36:14.300 --> 01:36:15.900] 重奸
[01:36:15.900 --> 01:36:16.560] 消融
[01:36:16.560 --> 01:36:18.320] 然后这样子以后呢
[01:36:18.320 --> 01:36:19.120] 终有一天
[01:36:19.120 --> 01:36:20.460] 硕坚
[01:36:20.460 --> 01:36:20.900] 不是
[01:36:20.900 --> 01:36:22.040] 硕坚
[01:36:22.040 --> 01:36:22.860] 重消融
[01:36:22.860 --> 01:36:23.800] 硕坚
[01:36:23.800 --> 01:36:25.380] 就是我们看到的这些东西
[01:36:25.380 --> 01:36:25.960] 硕坚
[01:36:25.960 --> 01:36:26.500] 硕闻
[01:36:26.500 --> 01:36:28.220] 那么这些呢
[01:36:28.220 --> 01:36:29.440] 终有一天
[01:36:29.440 --> 01:36:33.200] 我们看到他们都是虚拟的
[01:36:33.200 --> 01:36:35.160] 他的小融的意思就是说
[01:36:35.160 --> 01:36:37.080] 他的这个真实的这个
[01:36:37.080 --> 01:36:39.560] 这个这个部分就小融不存在
[01:36:39.560 --> 01:36:42.460] 就是最后就是看到他是
[01:36:42.460 --> 01:36:44.940] 如患如猛的
[01:36:44.940 --> 01:36:46.020] 如患如猛的
[01:36:46.020 --> 01:36:47.480] 就是这样子
[01:36:47.480 --> 01:36:47.840] 所以呢
[01:36:47.840 --> 01:36:48.600] 就是
[01:36:48.600 --> 01:36:51.120] 反反复复地去观察
[01:36:51.120 --> 01:36:51.980] 最后就看到
[01:36:51.980 --> 01:36:54.180] 这个小融了以后就看到
[01:36:54.180 --> 01:36:55.640] 自己的心的本心了
[01:36:55.640 --> 01:36:58.220] 这个就是一个
[01:36:58.220 --> 01:36:59.300] 另外一个呢
[01:36:59.300 --> 01:37:00.040] 就是说
[01:37:00.040 --> 01:37:00.540] 自己
[01:37:00.540 --> 01:37:01.360] 这个也是
[01:37:01.360 --> 01:37:02.620] 博人里面也有讲
[01:37:02.620 --> 01:37:03.800] 博人经讲
[01:37:03.800 --> 01:37:04.640] 这个
[01:37:04.640 --> 01:37:06.760] 中所说
[01:37:06.760 --> 01:37:09.340] 心中无形
[01:37:09.340 --> 01:37:12.340] 心直
[01:37:12.340 --> 01:37:13.320] 自心
[01:37:13.320 --> 01:37:14.120] 即是
[01:37:14.120 --> 01:37:14.680] 光明
[01:37:14.680 --> 01:37:17.100] 这个在博人里面讲了很多很多了
[01:37:17.100 --> 01:37:20.060] 其实我们的心是没有心的
[01:37:20.060 --> 01:37:22.420] 心中无形是什么意思呢
[01:37:22.420 --> 01:37:23.260] 心
[01:37:23.260 --> 01:37:25.520] 比如说阿赖耶事也好
[01:37:25.520 --> 01:37:26.400] 意识也好
[01:37:26.400 --> 01:37:28.280] 这个表面的这个心
[01:37:28.280 --> 01:37:30.060] 煽心
[01:37:30.060 --> 01:37:30.800] 恶心
[01:37:30.800 --> 01:37:31.520] 烦恼
[01:37:31.520 --> 01:37:32.520] 这些东西
[01:37:32.520 --> 01:37:35.200] 当我们还没有真无的时候呢
[01:37:35.200 --> 01:37:35.740] 他有没有
[01:37:35.740 --> 01:37:36.740] 当然有啊
[01:37:36.740 --> 01:37:37.820] 他有
[01:37:37.820 --> 01:37:39.020] 他有
[01:37:39.020 --> 01:37:41.120] 但如果正无的话
[01:37:41.120 --> 01:37:42.060] 正无的时候
[01:37:42.060 --> 01:37:42.680] 你看
[01:37:42.680 --> 01:37:44.500] 然后心
[01:37:44.500 --> 01:37:45.800] 就是没有心
[01:37:45.800 --> 01:37:47.740] 心中无形
[01:37:47.740 --> 01:37:49.040] 实际上意思就是
[01:37:49.040 --> 01:37:50.080] 他本身就不是
[01:37:50.080 --> 01:37:52.340] 不是一个真实的心
[01:37:52.340 --> 01:37:54.700] 那他不是一个真实的心
[01:37:54.700 --> 01:37:56.540] 那他到底是什么呢
[01:37:56.540 --> 01:37:57.220] 就是说
[01:37:57.220 --> 01:37:58.340] 后面就是说
[01:37:58.340 --> 01:37:59.420] 心
[01:37:59.420 --> 01:38:00.240] 之自心
[01:38:00.240 --> 01:38:01.000] 即光明
[01:38:01.000 --> 01:38:03.960] 他的真正的本性是光明的
[01:38:03.960 --> 01:38:06.100] 不是这个念头
[01:38:06.100 --> 01:38:07.040] 不是心
[01:38:07.040 --> 01:38:08.500] 不是阿赖耶事
[01:38:08.500 --> 01:38:09.740] 不是摩拿事
[01:38:09.740 --> 01:38:12.280] 那他的本来面目是什么
[01:38:12.280 --> 01:38:13.860] 他本来面目就是光明
[01:38:13.860 --> 01:38:15.420] 就这个意思
[01:38:15.420 --> 01:38:15.740] 如果
[01:38:15.740 --> 01:38:16.540] 之一
[01:38:16.540 --> 01:38:17.380] 就是说
[01:38:17.380 --> 01:38:18.260] 如果我们
[01:38:18.260 --> 01:38:19.580] 能够
[01:38:19.580 --> 01:38:20.620] 坚持
[01:38:20.620 --> 01:38:21.380] 能够
[01:38:21.380 --> 01:38:22.420] 坚持
[01:38:22.420 --> 01:38:23.840] 能够坚持这样子
[01:38:23.840 --> 01:38:24.740] 朽的话呢
[01:38:24.740 --> 01:38:26.400] 那就最后就能够
[01:38:26.400 --> 01:38:27.140] 达到
[01:38:27.140 --> 01:38:29.620] 这样子的这个境界
[01:38:29.620 --> 01:38:31.320] 达到这样子的境界
[01:38:31.320 --> 01:38:32.840] 所以
[01:38:32.840 --> 01:38:33.760] 这是一个
[01:38:33.760 --> 01:38:35.160] 特别重要
[01:38:35.160 --> 01:38:36.380] 特别有意义的
[01:38:36.380 --> 01:38:37.580] 然后呢
[01:38:37.580 --> 01:38:38.760] 就反复的去
[01:38:38.760 --> 01:38:39.240] 这个
[01:38:39.240 --> 01:38:40.020] 大作
[01:38:40.020 --> 01:38:41.500] 反复大作
[01:38:41.500 --> 01:38:43.440] 那这个是
[01:38:43.440 --> 01:38:45.400] 大作的过程当中呢
[01:38:45.400 --> 01:38:46.280] 关心的方法
[01:38:46.280 --> 01:38:47.180] 我们刚才讲了
[01:38:47.180 --> 01:38:47.920] 静下来
[01:38:47.920 --> 01:38:49.560] 那往里面看
[01:38:49.560 --> 01:38:51.600] 那个时候呢
[01:38:51.600 --> 01:38:52.480] 今天的这个
[01:38:52.480 --> 01:38:52.800] 这个
[01:38:52.800 --> 01:38:53.800] 这个修法呢
[01:38:53.800 --> 01:38:55.120] 他就心就不需要
[01:38:55.120 --> 01:38:55.820] 静下来
[01:38:55.820 --> 01:38:56.640] 那他
[01:38:56.640 --> 01:38:57.280] 动态
[01:38:57.280 --> 01:38:58.960] 那就直接看动态
[01:38:58.960 --> 01:39:00.040] 静态
[01:39:00.040 --> 01:39:01.580] 那就直接看静态
[01:39:01.580 --> 01:39:02.920] 然后呢
[01:39:02.920 --> 01:39:03.720] 更重要的
[01:39:03.720 --> 01:39:04.300] 他不是
[01:39:04.300 --> 01:39:05.180] 东和静
[01:39:05.180 --> 01:39:06.040] 不重要
[01:39:06.040 --> 01:39:09.040] 比如说我们就是
[01:39:09.040 --> 01:39:10.840] 就放这个
[01:39:10.840 --> 01:39:11.840] 去这个
[01:39:11.840 --> 01:39:13.480] 控制这个动态
[01:39:13.480 --> 01:39:14.980] 就是这个
[01:39:14.980 --> 01:39:16.420] 去接受
[01:39:16.420 --> 01:39:18.040] 这个静态
[01:39:18.040 --> 01:39:18.400] 主
[01:39:18.400 --> 01:39:20.040] 那也是没有用的
[01:39:20.040 --> 01:39:21.400] 这个也是没有用
[01:39:21.400 --> 01:39:22.520] 就要看他的本
[01:39:22.520 --> 01:39:24.580] 要看到他的本性
[01:39:24.580 --> 01:39:25.980] 如果能够看到
[01:39:25.980 --> 01:39:26.920] 他的本性
[01:39:26.920 --> 01:39:28.320] 那动和静
[01:39:28.320 --> 01:39:29.960] 都是一样的
[01:39:29.960 --> 01:39:30.680] 都是一样
[01:39:30.680 --> 01:39:32.040] 如果没有看到
[01:39:32.040 --> 01:39:33.240] 那静
[01:39:33.240 --> 01:39:34.440] 也就是一个
[01:39:34.440 --> 01:39:36.480] 也就是一个
[01:39:36.480 --> 01:39:37.680] 这个机制而已
[01:39:37.680 --> 01:39:38.920] 机制而已
[01:39:38.920 --> 01:39:40.680] 机制如果修多了
[01:39:40.680 --> 01:39:41.880] 修得太深了
[01:39:41.880 --> 01:39:43.680] 那最后也就会
[01:39:43.680 --> 01:39:45.220] 也就陷到这个
[01:39:45.220 --> 01:39:46.120] 机制的这个
[01:39:46.120 --> 01:39:47.180] 里面呢
[01:39:47.180 --> 01:39:47.900] 又出不来
[01:39:47.900 --> 01:39:49.500] 那也不是个好事
[01:39:49.500 --> 01:39:50.640] 所以呢
[01:39:50.640 --> 01:39:50.980] 就是
[01:39:50.980 --> 01:39:52.180] 这机制
[01:39:52.180 --> 01:39:52.700] 当然要
[01:39:52.700 --> 01:39:54.060] 前提是要修机制
[01:39:54.060 --> 01:39:56.100] 我们得要修一年的机制
[01:39:56.100 --> 01:39:57.960] 然后再来修这个
[01:39:57.960 --> 01:40:00.420] 机制是它的基础
[01:40:00.420 --> 01:40:01.900] 是必须要有的
[01:40:01.900 --> 01:40:03.920] 但是呢
[01:40:03.920 --> 01:40:04.680] 这个时候
[01:40:04.680 --> 01:40:06.240] 这个修法呢
[01:40:06.240 --> 01:40:08.380] 它就是没有要求
[01:40:08.380 --> 01:40:09.380] 一定要静下来
[01:40:09.380 --> 01:40:10.300] 直接去看
[01:40:10.300 --> 01:40:11.560] 直接看
[01:40:11.560 --> 01:40:12.740] 那这看
[01:40:12.740 --> 01:40:13.600] 就是大家就
[01:40:13.600 --> 01:40:14.340] 也就差不多
[01:40:14.340 --> 01:40:15.180] 就明白了
[01:40:15.180 --> 01:40:15.960] 就往里看
[01:40:15.960 --> 01:40:17.280] 就可以看自己的心
[01:40:17.280 --> 01:40:19.340] 那这样子以后呢
[01:40:19.340 --> 01:40:20.920] 真无
[01:40:20.920 --> 01:40:21.980] 什么叫真无
[01:40:21.980 --> 01:40:22.560] 这个
[01:40:22.560 --> 01:40:23.760] 非常的
[01:40:23.760 --> 01:40:25.260] 表准的
[01:40:25.260 --> 01:40:26.920] 已经
[01:40:26.920 --> 01:40:28.040] 已经告诉大家了
[01:40:28.040 --> 01:40:28.660] 以后就
[01:40:28.660 --> 01:40:29.940] 不需要再
[01:40:29.940 --> 01:40:30.960] 迷茫
[01:40:30.960 --> 01:40:32.320] 我到底真无了没有
[01:40:32.320 --> 01:40:33.720] 问自己就知道了
[01:40:33.720 --> 01:40:35.260] 刚才是怎么讲的呢
[01:40:35.260 --> 01:40:36.800] 如果你就有
[01:40:36.800 --> 01:40:37.700] 这种感觉
[01:40:37.700 --> 01:40:39.060] 那你就确定
[01:40:39.060 --> 01:40:40.020] 自己真无了
[01:40:40.020 --> 01:40:42.400] 然后
[01:40:42.400 --> 01:40:43.280] 这个
[01:40:43.280 --> 01:40:45.620] 适时苛刻
[01:40:45.620 --> 01:40:46.900] 适时苛刻
[01:40:46.900 --> 01:40:48.760] 我们当我们不大做的时候
[01:40:48.760 --> 01:40:51.000] 不大做的时候呢
[01:40:51.000 --> 01:40:52.440] 任何一个时候
[01:40:52.440 --> 01:40:53.560] 都要关心
[01:40:53.560 --> 01:40:54.520] 都要关心
[01:40:54.520 --> 01:40:55.840] 但是有一点点
[01:40:55.840 --> 01:40:56.540] 比如说
[01:40:56.540 --> 01:40:59.340] 这个也不能过了
[01:40:59.340 --> 01:40:59.960] 比如说
[01:40:59.960 --> 01:41:00.280] 你就
[01:41:00.280 --> 01:41:01.800] 很多人
[01:41:01.800 --> 01:41:03.620] 人家都在说话
[01:41:03.620 --> 01:41:05.040] 或者做事情的时候呢
[01:41:05.040 --> 01:41:06.320] 就是你在哪大做
[01:41:06.320 --> 01:41:07.780] 就觉得自己很了不起
[01:41:07.780 --> 01:41:09.820] 很修行人的样子
[01:41:09.820 --> 01:41:11.440] 那这样也不对
[01:41:11.440 --> 01:41:13.200] 但没有人看到的时候呢
[01:41:13.200 --> 01:41:13.820] 然后
[01:41:13.820 --> 01:41:15.680] 或者是其他人
[01:41:15.680 --> 01:41:16.980] 不注意的时候呢
[01:41:16.980 --> 01:41:18.680] 不要先拜
[01:41:18.680 --> 01:41:19.620] 不要先拜
[01:41:19.620 --> 01:41:20.500] 我是个修行人
[01:41:20.500 --> 01:41:21.280] 怎么这么了不起
[01:41:21.280 --> 01:41:22.420] 有些人就是这样子
[01:41:22.420 --> 01:41:24.040] 这个实际上就是
[01:41:24.040 --> 01:41:24.200] 就是
[01:41:24.200 --> 01:41:24.400] 就是
[01:41:24.400 --> 01:41:24.820] 就是
[01:41:24.820 --> 01:41:26.320] 实际上就说明
[01:41:26.320 --> 01:41:27.300] 没有什么修正
[01:41:27.300 --> 01:41:28.840] 那么
[01:41:28.840 --> 01:41:30.000] 平时呢
[01:41:30.000 --> 01:41:30.940] 任何一个时候
[01:41:30.940 --> 01:41:32.140] 都要关心
[01:41:32.140 --> 01:41:33.980] 任何时候都要关心
[01:41:33.980 --> 01:41:35.060] 不仅仅是这个
[01:41:35.060 --> 01:41:36.160] 我们一天
[01:41:36.160 --> 01:41:37.540] 就这么一个两个小时
[01:41:37.540 --> 01:41:38.760] 大做的时候啊
[01:41:38.760 --> 01:41:40.720] 平时不大做的时候啊
[01:41:40.720 --> 01:41:41.640] 任何一个时候
[01:41:41.640 --> 01:41:44.880] 都要就精良的去这个观察
[01:41:44.880 --> 01:41:47.260] 实际上这也不叫观察
[01:41:47.260 --> 01:41:48.360] 观看啊
[01:41:48.360 --> 01:41:50.220] 看自己的心啊
[01:41:50.220 --> 01:41:51.160] 去去这个
[01:41:51.160 --> 01:41:53.160] 体会啊
[01:41:53.160 --> 01:41:54.480] 体悟自己的心
[01:41:54.480 --> 01:41:57.480] 这个是很需要的啊
[01:41:57.480 --> 01:41:58.620] 然后后面呢
[01:41:58.620 --> 01:42:00.000] 你看麦彭伯卓卓卓卓说了
[01:42:00.000 --> 01:42:02.420] 无由教词
[01:42:02.420 --> 01:42:03.880] 更简单者啊
[01:42:03.880 --> 01:42:04.700] 没有一个
[01:42:04.700 --> 01:42:06.920] 比这个修法更简单的啊
[01:42:06.920 --> 01:42:08.040] 就是告诉大家
[01:42:08.040 --> 01:42:08.680] 没有一个
[01:42:08.680 --> 01:42:10.320] 比这个修法更简单
[01:42:10.320 --> 01:42:12.180] 这是所有的这个
[01:42:12.180 --> 01:42:13.820] 这个这个修法里面呢
